SIGNAL,CEC,SYSTEM,SCENE,LISTENER,PROMPT,NWORDS,HITS,CORRECT,RESPONSE,SEVERITY
CEC2_E022_S09552_L0222,CEC2,CEC2E022,S09552,L0222,victoria met her in the hall saying you look frozen,10,10,100,victoria met her in the hall saying you look frozen,Moderate
CEC2_E022_S08612_L0222,CEC2,CEC2E022,S08612,L0222,or will a cooling hand on the brow be enough,10,10,100,or will a cooling hand on the brow be enough,Moderate
CEC2_E022_S09512_L0222,CEC2,CEC2E022,S09512,L0222,the award comes at a good time,7,0,0,#,Moderate
CEC2_E022_S08944_L0222,CEC2,CEC2E022,S08944,L0222,at least i shall be warmer in the opposite direction,10,5,50,at least i shall be,Moderate
CEC2_E022_S08714_L0222,CEC2,CEC2E022,S08714,L0222,we owe it to gastronomy to keep them alive,9,4,44.4444444444444,we owe it to,Moderate
CEC2_E022_S08625_L0222,CEC2,CEC2E022,S08625,L0222,this is not just a party trick,7,5,71.4285714285714,this is not just a tough,Moderate
CEC2_E022_S08622_L0222,CEC2,CEC2E022,S08622,L0222,her husband was a lathe operator in b area,9,7,77.7777777777778,her husband was a lathe operator in,Moderate
CEC2_E022_S09090_L0222,CEC2,CEC2E022,S09090,L0222,he would have said it to no one else,9,9,100,he would have said it to no one else,Moderate
CEC2_E022_S08676_L0222,CEC2,CEC2E022,S08676,L0222,i think it's where we ought to be going,9,8,88.8888888888889,i think it's where we want to be going,Moderate
CEC2_E022_S09907_L0222,CEC2,CEC2E022,S09907,L0222,his tongue left a bead of spittle behind,8,8,100, his tongue left a bead of spittle behind.,Moderate
CEC2_E022_S09009_L0222,CEC2,CEC2E022,S09009,L0222,the system would not let him down again,8,6,75,his sister would not let him down again,Moderate
CEC2_E022_S08626_L0222,CEC2,CEC2E022,S08626,L0222,that alone will make this tour a success for us,10,8,80, that alone will make this tour a success.,Moderate
CEC2_E022_S09025_L0222,CEC2,CEC2E022,S09025,L0222,perhaps he had forgotten how to speak,7,6,85.7142857142857,perhaps he is forgotten how to speak,Moderate
CEC2_E022_S08996_L0222,CEC2,CEC2E022,S08996,L0222,i could take you across a desert i said,9,4,44.4444444444444,i can take you across,Moderate
CEC2_E022_S08803_L0222,CEC2,CEC2E022,S08803,L0222,he's much younger than me of course,7,7,100,he's much younger than me of course,Moderate
CEC2_E022_S09586_L0222,CEC2,CEC2E022,S09586,L0222,we shan't have to get involved with all that,9,9,100,we shan't have to get involved with all that,Moderate
CEC2_E022_S09824_L0222,CEC2,CEC2E022,S09824,L0222,at the very least he was known and accessible,9,4,44.4444444444444, at the very least there's no planning system.,Moderate
CEC2_E022_S08653_L0222,CEC2,CEC2E022,S08653,L0222,on paper news on sunday was a brilliant idea,9,5,55.5555555555556,news on sunday was a brilliant idea,Moderate
CEC2_E022_S09608_L0222,CEC2,CEC2E022,S09608,L0222,the van began to move forward again,7,0,0,#,Moderate
CEC2_E022_S08945_L0222,CEC2,CEC2E022,S08945,L0222,i shall never visit her or write to her,9,4,44.4444444444444,i shall never visit,Moderate
CEC2_E022_S09235_L0222,CEC2,CEC2E022,S09235,L0222,why did england fail to exploit the discovery,8,8,100,why did england fail to exploit the discovery,Moderate
CEC2_E022_S08860_L0222,CEC2,CEC2E022,S08860,L0222,i do hope he's all right he said,8,8,100,i do hope he's all right he said,Moderate
CEC2_E022_S08875_L0222,CEC2,CEC2E022,S08875,L0222,she heard the breathing of the sea,7,7,100,she heard the breathing of the sea,Moderate
CEC2_E022_S09881_L0222,CEC2,CEC2E022,S09881,L0222,she could go now about her business,7,7,100,she could go now about her business,Moderate
CEC2_E022_S08836_L0222,CEC2,CEC2E022,S08836,L0222,almost as if you were running away from something,9,9,100,almost as if you were running away from something,Moderate
CEC2_E022_S09413_L0222,CEC2,CEC2E022,S09413,L0222,you can count on me believe me,7,7,100,you can count on me believe me,Moderate
CEC2_E022_S08598_L0222,CEC2,CEC2E022,S08598,L0222,what can i do for you chief inspector,8,4,50,what do they do chief inspector,Moderate
CEC2_E022_S09098_L0222,CEC2,CEC2E022,S09098,L0222,i rattle my empty mug on the table,8,8,100, i rattle my empty mug on the table.,Moderate
CEC2_E022_S09109_L0222,CEC2,CEC2E022,S09109,L0222,they made me feel older than they were,8,3,37.5,they make me feel,Moderate
CEC2_E022_S09371_L0222,CEC2,CEC2E022,S09371,L0222,she landed flat on her face in thick mud,9,2,22.2222222222222,she landed,Moderate
CEC2_E022_S09434_L0222,CEC2,CEC2E022,S09434,L0222,anything to get my practice in fact,7,7,100,anything to get my practice in fact,Moderate
CEC2_E022_S09536_L0222,CEC2,CEC2E022,S09536,L0222,how are we to get out of the present mess,10,10,100,how are we to get out of the present mess,Moderate
CEC2_E022_S09893_L0222,CEC2,CEC2E022,S09893,L0222,if possible they should be from more than one country,10,10,100,if possible they should be from more than one country,Moderate
CEC2_E022_S09846_L0222,CEC2,CEC2E022,S09846,L0222,and after you coming all the way from england,9,3,33.3333333333333,i doubt that he'll come a long way from england,Moderate
CEC2_E024_S09632_L0222,CEC2,CEC2E024,S09632,L0222,i suppose you wouldn't be free for dinner this evening,10,3,30,i suppose you,Moderate
CEC2_E024_S09749_L0222,CEC2,CEC2E024,S09749,L0222,money apparently was no object although there was no money,10,0,0,#,Moderate
CEC2_E024_S09033_L0222,CEC2,CEC2E024,S09033,L0222,often they were just on the edge of being happy,10,0,0,#,Moderate
CEC2_E024_S09233_L0222,CEC2,CEC2E024,S09233,L0222,i thought i ought to ask him,7,0,0,#,Moderate
CEC2_E024_S08829_L0222,CEC2,CEC2E024,S08829,L0222,an image after all is the way people see you,10,0,0,i,Moderate
CEC2_E024_S08696_L0222,CEC2,CEC2E024,S08696,L0222,i wish someone would come along and take me home,10,0,0,#,Moderate
CEC2_E024_S09601_L0222,CEC2,CEC2E024,S09601,L0222,besides then i can get a female,7,0,0,#,Moderate
CEC2_E024_S08784_L0222,CEC2,CEC2E024,S08784,L0222,i want the curly one she said,7,0,0,#,Moderate
CEC2_E024_S09636_L0222,CEC2,CEC2E024,S09636,L0222,say this every night before you go to bed,9,5,55.5555555555556,share this before we go to bed,Moderate
CEC2_E024_S08649_L0222,CEC2,CEC2E024,S08649,L0222,the agency however has promised that he'll be in touch,10,2,20,keeping in touch,Moderate
CEC2_E024_S09445_L0222,CEC2,CEC2E024,S09445,L0222,legislation on that however is still in the future,9,1,11.1111111111111,however,Moderate
CEC2_E024_S09576_L0222,CEC2,CEC2E024,S09576,L0222,i understand that she is a bad evil woman,9,8,88.8888888888889,i understand that she is a bad woman,Moderate
CEC2_E024_S08725_L0222,CEC2,CEC2E024,S08725,L0222,now come down and have a drink,7,7,100,now come down and have a drink,Moderate
CEC2_E024_S09277_L0222,CEC2,CEC2E024,S09277,L0222,i wouldn't dream of taking them before a race,9,8,88.8888888888889,i wouldn't dream of floating them before a race,Moderate
CEC2_E024_S09053_L0222,CEC2,CEC2E024,S09053,L0222,i've decided to get you out of here,8,8,100,i've decided to get you out of here,Moderate
CEC2_E024_S09128_L0222,CEC2,CEC2E024,S09128,L0222,take a trip down to your local supermarket,8,0,0,#,Moderate
CEC2_E024_S09114_L0222,CEC2,CEC2E024,S09114,L0222,children are so energetic are they not,7,1,14.2857142857143,children children,Moderate
CEC2_E024_S09657_L0222,CEC2,CEC2E024,S09657,L0222,she would never get through to him,7,5,71.4285714285714,she could never get close to him,Moderate
CEC2_E024_S09088_L0222,CEC2,CEC2E024,S09088,L0222,that was what he came up with,7,0,0,#,Moderate
CEC2_E024_S08544_L0222,CEC2,CEC2E024,S08544,L0222,she did not give him time to finish,8,2,25,he did not,Moderate
CEC2_E024_S09309_L0222,CEC2,CEC2E024,S09309,L0222,just tell me what i need to know,8,8,100,just tell me what i need to know,Moderate
CEC2_E024_S09945_L0222,CEC2,CEC2E024,S09945,L0222,my son was a fool he said,7,0,0,#,Moderate
CEC2_E024_S09226_L0222,CEC2,CEC2E024,S09226,L0222,they tend to subside as quickly as they arise,9,4,44.4444444444444,they tend to a sticky when they arrive,Moderate
CEC2_E024_S08914_L0222,CEC2,CEC2E024,S08914,L0222,this spirit of change was not universal,7,6,85.7142857142857,this spirit of change is not universal,Moderate
CEC2_E024_S08565_L0222,CEC2,CEC2E024,S08565,L0222,host performance is said to be unaffected by the board,10,3,30,most performances are set by the board,Moderate
CEC2_E024_S08842_L0222,CEC2,CEC2E024,S08842,L0222,ah yes well we know how to use it now,10,6,60,ah yes we know how to,Moderate
CEC2_E024_S08851_L0222,CEC2,CEC2E024,S08851,L0222,i decided to do it this morning,7,7,100,i decided to do it this morning,Moderate
CEC2_E024_S09220_L0222,CEC2,CEC2E024,S09220,L0222,there is a wealth of evidence to say so,9,1,11.1111111111111,there are the,Moderate
CEC2_E024_S09435_L0222,CEC2,CEC2E024,S09435,L0222,now you really look very nice in that,8,0,0,#,Moderate
CEC2_E024_S09102_L0222,CEC2,CEC2E024,S09102,L0222,smoking is dangerous for you and your baby,8,0,0,#,Moderate
CEC2_E024_S08551_L0222,CEC2,CEC2E024,S08551,L0222,it wasn't really that different from the approved school,9,7,77.7777777777778,it wasn't really that different from the previous,Moderate
CEC2_E024_S09163_L0222,CEC2,CEC2E024,S09163,L0222,there was a white envelope next to it,8,6,75,so there is a white envelope next to you,Moderate
CEC2_E024_S09318_L0222,CEC2,CEC2E024,S09318,L0222,the second piece is painted with bronze and gold leaf,10,6,60,the second piece is painted with,Moderate
CEC2_E024_S09513_L0222,CEC2,CEC2E024,S09513,L0222,because she intended to come over here was one reason,10,6,60,she intended to come over here with,Moderate
CEC2_E024_S09972_L0222,CEC2,CEC2E024,S09972,L0222,well it's a pity you said it now,8,8,100,well it's a pity you said it now,Moderate
CEC2_E024_S09117_L0222,CEC2,CEC2E024,S09117,L0222,tuesday is also usually the interview day,7,0,0,#,Moderate
CEC2_E024_S09610_L0222,CEC2,CEC2E024,S09610,L0222,but we decided to love you anyway,7,0,0,#,Moderate
CEC2_E024_S09630_L0222,CEC2,CEC2E024,S09630,L0222,thus the plaintiff has to gamble either way,8,5,62.5,thus the plaintiff had to gamble,Moderate
CEC2_E024_S09029_L0222,CEC2,CEC2E024,S09029,L0222,none of the people in this plane has hurt you,10,0,0,no more thinking,Moderate
CEC2_E024_S08838_L0222,CEC2,CEC2E024,S08838,L0222,he might even buy us a drink now,8,0,0,#,Moderate
CEC2_E024_S09458_L0222,CEC2,CEC2E024,S09458,L0222,i must confess i was deeply depressed he said later,10,10,100,i must confess i was deeply depressed he said later ,Moderate
CEC2_E024_S08581_L0222,CEC2,CEC2E024,S08581,L0222,the usual background does not include a flood,8,7,87.5,the usual background does not include a,Moderate
CEC2_E024_S08964_L0222,CEC2,CEC2E024,S08964,L0222,but it is not pretty in the traditional sense,9,3,33.3333333333333,it is a different sense,Moderate
CEC2_E024_S09967_L0222,CEC2,CEC2E024,S09967,L0222,its success could be put down to the hard sell,10,0,0,#,Moderate
CEC2_E024_S08978_L0222,CEC2,CEC2E024,S08978,L0222,should they be returned to the wild,7,6,85.7142857142857,should they be returned to the wire,Moderate
CEC2_E024_S09820_L0222,CEC2,CEC2E024,S09820,L0222,you interview each one but to no avail,8,3,37.5,to no avail,Moderate
CEC2_E024_S09885_L0222,CEC2,CEC2E024,S09885,L0222,it's not surprising nobody has any respect for it,9,9,100,it's not surprising that nobody has any respect for it,Moderate
CEC2_E024_S08533_L0222,CEC2,CEC2E024,S08533,L0222,there is perhaps one exception to the rule of impartiality,10,0,0,#,Moderate
CEC2_E024_S09268_L0222,CEC2,CEC2E024,S09268,L0222,i don't want us to apportion blame she said,9,3,33.3333333333333,i just want us ,Moderate
CEC2_E024_S09422_L0222,CEC2,CEC2E024,S09422,L0222,what she wrote is worth repeating here,7,0,0,#,Moderate
CEC2_E024_S09388_L0222,CEC2,CEC2E024,S09388,L0222,we will return to this issue below,7,7,100,we will return to this issue below,Moderate
CEC2_E024_S08897_L0222,CEC2,CEC2E024,S08897,L0222,i suppose i didn't sleep properly till morning,8,6,75,i suppose i didn't sleep properly,Moderate
CEC2_E024_S09160_L0222,CEC2,CEC2E024,S09160,L0222,he doesn't like the music i play in my room,10,7,70,he doesn't like the music i play,Moderate
CEC2_E024_S09592_L0222,CEC2,CEC2E024,S09592,L0222,the novel is no longer an art form,8,0,0,#,Moderate
CEC2_E024_S09795_L0222,CEC2,CEC2E024,S09795,L0222,i am growing tired of it he wrote,8,0,0,#,Moderate
CEC2_E024_S09172_L0222,CEC2,CEC2E024,S09172,L0222,you dropped me remember and in such a cruel way,10,7,70,remember and in such a cruel way,Moderate
CEC2_E024_S09439_L0222,CEC2,CEC2E024,S09439,L0222,the man took her aside for a moment,8,8,100,the man took her aside for a moment,Moderate
CEC2_E024_S09774_L0222,CEC2,CEC2E024,S09774,L0222,again insight is an invaluable accompaniment to effective action,9,2,22.2222222222222,again it is,Moderate
CEC2_E024_S09046_L0222,CEC2,CEC2E024,S09046,L0222,will you ask her or shall i,7,0,0,#,Moderate
CEC2_E024_S09758_L0222,CEC2,CEC2E024,S09758,L0222,i know we are capable of bouncing back,8,8,100,i know we are capable of bouncing back,Moderate
CEC2_E031_S09648_L0222,CEC2,CEC2E031,S09648,L0222,his original appointment this year was also as manager,9,0,0,#,Moderate
CEC2_E031_S09620_L0222,CEC2,CEC2E031,S09620,L0222,the basic branching rule is very simple,7,0,0,#,Moderate
CEC2_E031_S08744_L0222,CEC2,CEC2E031,S08744,L0222,that might be taken with a pinch of salt,9,9,100,that might be taken with a pinch of salt,Moderate
CEC2_E031_S09932_L0222,CEC2,CEC2E031,S09932,L0222,it wasn't long before they landed on the moon,9,9,100,it wasn't long before they landed on the moon,Moderate
CEC2_E031_S08561_L0222,CEC2,CEC2E031,S08561,L0222,closed from end of october to beginning of march,9,0,0,#,Moderate
CEC2_E031_S08584_L0222,CEC2,CEC2E031,S08584,L0222,i wish i could help them somehow,7,4,57.1428571428571,i would like to help them somehow,Moderate
CEC2_E031_S08764_L0222,CEC2,CEC2E031,S08764,L0222,she said no he was going to be all right,10,7,70,if i'd known he was going to be all right,Moderate
CEC2_E031_S09326_L0222,CEC2,CEC2E031,S09326,L0222,i did not want to know this,7,7,100,i did not want to know this,Moderate
CEC2_E031_S09327_L0222,CEC2,CEC2E031,S09327,L0222,what time did he get home last night,8,7,87.5,what time did you get home last night,Moderate
CEC2_E031_S09778_L0222,CEC2,CEC2E031,S09778,L0222,a young girl long dark hair ordinary looking,8,1,12.5,washed our hair,Moderate
CEC2_E031_S09285_L0222,CEC2,CEC2E031,S09285,L0222,we had to stop selling the turf then he said,10,2,20,we have to,Moderate
CEC2_E031_S09712_L0222,CEC2,CEC2E031,S09712,L0222,a procedure is used to open the file,8,6,75,a procedure of these is to open the file,Moderate
CEC2_E031_S09535_L0222,CEC2,CEC2E031,S09535,L0222,yes i'm your friend computer i said,7,0,0,#,Moderate
CEC2_E031_S09853_L0222,CEC2,CEC2E031,S09853,L0222,it is not like any other business,7,7,100,it is not like any other business,Moderate
CEC2_E031_S09989_L0222,CEC2,CEC2E031,S09989,L0222,it was the air raid i suppose,7,3,42.8571428571429,it was the,Moderate
CEC2_E031_S09743_L0222,CEC2,CEC2E031,S09743,L0222,he was a devout man i gather,7,7,100,he was a devout man i gather,Moderate
CEC2_E031_S08850_L0222,CEC2,CEC2E031,S08850,L0222,it's my intention that they appear on my gravestone,9,9,100,it's my intention that they appear on the my gravestone,Moderate
CEC2_E031_S09678_L0222,CEC2,CEC2E031,S09678,L0222,the speed of change should not be exaggerated,8,8,100,the speed of change should not be exaggerated,Moderate
CEC2_E031_S09816_L0222,CEC2,CEC2E031,S09816,L0222,it would be a tragedy if they went under,9,5,55.5555555555556,it'll be a tragedy if they,Moderate
CEC2_E031_S09646_L0222,CEC2,CEC2E031,S09646,L0222,so what do you think of it,7,7,100,so what do you think of it,Moderate
CEC2_E031_S08610_L0222,CEC2,CEC2E031,S08610,L0222,i got in touch with the child support agency,9,9,100,  i got in touch with the child support agency.,Moderate
CEC2_E031_S09759_L0222,CEC2,CEC2E031,S09759,L0222,being a doctor is what i do,7,7,100,being a doctor is what i do,Moderate
CEC2_E031_S09339_L0222,CEC2,CEC2E031,S09339,L0222,the first is sheer lack of information,7,6,85.7142857142857,the first sheer lack of information,Moderate
CEC2_E031_S09720_L0222,CEC2,CEC2E031,S09720,L0222,it is a question of fact and degree,8,7,87.5,it is a question of fact and,Moderate
CEC2_E031_S09870_L0222,CEC2,CEC2E031,S09870,L0222,but what if they weren't tactics at all,8,8,100,but what if they weren't tactics at all,Moderate
CEC2_E031_S09761_L0222,CEC2,CEC2E031,S09761,L0222,now you have brought us your interesting blue box,9,9,100,now you have brought us your interesting blue box,Moderate
CEC2_E031_S09248_L0222,CEC2,CEC2E031,S09248,L0222,at least i thought grimly it was a calm day,10,8,80,at least i told tony it was a calm day,Moderate
CEC2_E031_S09570_L0222,CEC2,CEC2E031,S09570,L0222,the band saw him and picked up the rhythm,9,8,88.8888888888889,the man saw him and picked up the rhythm,Moderate
CEC2_E031_S08746_L0222,CEC2,CEC2E031,S08746,L0222,his uncertainty is visible in the diplomatic cable traffic,9,1,11.1111111111111,some magic table traffic,Moderate
CEC2_E031_S09091_L0222,CEC2,CEC2E031,S09091,L0222,a free drink for the weary traveller,7,4,57.1428571428571,offer a drink to the weary traveller,Moderate
CEC2_E031_S09501_L0222,CEC2,CEC2E031,S09501,L0222,but it had all been a bluff,7,3,42.8571428571429,it has all been,Moderate
CEC2_E031_S09836_L0222,CEC2,CEC2E031,S09836,L0222,the gunman now in police custody is repentant,8,8,100,the gunman now in police custody is repentant,Moderate
